url,name,description,dynasty
https://www.chinasilkmuseum.com/zggd/info_21.aspx?itemid=2358,唐墨绘腰带,"时代　　唐
数量　  1 件
质地　  丝
色泽　　绛黄色
尺寸(厘米)　　长 : 55 宽：25
形状内容描述　　此为一条腰带，一端残损，一端尚留有丝线编成的流苏，在腰带上有用墨绘制的图案，主要为花卉及树叶纹等。",SuiTang
https://www.chinasilkmuseum.com/zggd/info_21.aspx?itemid=2369,唐红综色纬锦,"时代　　唐
数量　  1件
质地　  丝
色泽　　红综
尺寸(厘米)　　长：22 宽：9
形状内容描述　　此织物组织为双色暗插平纹纬锦。由于织物太小，无法判断其图案，但可辨认织物上有疑似鸟尾部的图案。",SuiTang
https://www.chinasilkmuseum.com/zggd/info_21.aspx?itemid=2356,唐彩绘小花罗,"时代　　唐
数量    1块
质地  　丝
色泽　　黄色
尺寸(厘米)　　长：24  宽：20
形状内容描述　　此件为彩绘织物，以素罗为绘地，其上以蓝、红等各色颜料画出小型花卉纹样。花卉由两重四瓣花构成，并可见以墨笔描绘的轮廓。",SuiTang
https://www.chinasilkmuseum.com/zggd/info_21.aspx?itemid=2355,唐黄地对鸟纹锦边饰,"时代　　唐
数量　  1件
质地　  丝
色泽　　黄
尺寸(厘米)　　长：56 宽：6
形状内容描述　　此织物组织为纬锦。织物上可辨认出在黄色地上的大红对鸟，其中一只完整，一只不完整，两鸟翅膀微微张开，以二二正排的方式排列。上端镶缀有两条绿色绦带。从织物形制看，可能是锦鞋鞋面的下部分。",SuiTang
https://www.chinasilkmuseum.com/zggd/info_21.aspx?itemid=2372,唐大红绢覆面,"时代　　唐
数量　  1件
质地　  丝
色泽　　红
尺寸(厘米)　　长：92 宽：43
形状内容描述　　此织物由三部分织物缝接而成，中间为大红绢，两边缝有褐色绢，从形制来看，它可能是盖于死者脸上的覆面。",SuiTang
https://www.chinasilkmuseum.com/zggd/info_21.aspx?itemid=2353,唐团窠对鸟衔授带锦,"时 代　　唐
数量　  1件
质地　  丝
色泽　　黄
形状内容描述　　此织物组织为三枚左斜纬锦。织物上只存有对鸟的头部，两鸟对衔一授带，蓝绿色丝线织出鸟的眼睛和头部轮廓，头部以红色显示，黄色为地。含绶鸟也是中亚织锦的主要题材，此件织锦应是当时中西文化交流的产物。",SuiTang
https://www.chinasilkmuseum.com/zggd/info_21.aspx?itemid=2352,唐红地对鸟纹锦,"时代　　唐
数量　  1件
质地　  丝
色泽　　红
尺寸(厘米)　　长：23 宽：11
形状内容描述　　此织物色彩艳丽，织物图案不完整，但依稀能辨认出有一对鸟，织物组织为斜纹纬重组织。",SuiTang
https://www.chinasilkmuseum.com/zggd/info_21.aspx?itemid=2350,唐宝花纹锦,"时代　　唐
数量　  1件
质地　  丝
色泽　　黄
尺寸(厘米)　　 长：122 宽：53
形状内容描述　　该织锦组织为二色三枚左斜纹纬锦，深绿和黄色为纬线。主题花纹为装饰性极强的蕾式宝花，花径为22cm，宝花最里层是正面开放的重瓣花卉，最外层为八朵盛开的牡丹花，宝花窠二二错排，极为华丽，是盛唐宝花的代表。此块织锦为１：１斜纹纬锦，此块织锦的面积在同类宝花锦中属较大者,比较罕见。",SuiTang
https://www.chinasilkmuseum.com/zggd/info_21.aspx?itemid=2360,唐小菱格纹绫,"时代　　唐
数量　  1件
质地　  丝
色泽　　黄
尺寸(厘米)　　长：47 宽：20
形状内容描述　　此织物在斜纹黄色地上显示斜纹的小菱格暗花纹，遍布于整个织物上，图案十分细密精致。",SuiTang
https://www.chinasilkmuseum.com/zggd/info_21.aspx?itemid=2351,唐黄地团窠尖瓣对鸟纹锦,"时代　　唐朝
数量　  3 件
质地　  丝
色泽　　黄
形状内容描述　　同类图案的纬锦有三块。织物组织为1:1深蓝、黄二色右斜纹纬锦。织锦以三角形尖瓣团窠环为主花，团窠以细密的联珠纹圈外加尖瓣花边构成，窠中纹样为相对立于叶台之上的对鸟，窠外为十瓣花。此锦图案风格与收藏于瑞士Sens的一件黄地大窠尖瓣对狮赞丹尼奇锦十分相似，具有浓厚的中亚织锦风格。",SuiTang
https://www.chinasilkmuseum.com/zggd/info_21.aspx?itemid=2359,唐红地花瓣联珠对鹿纹锦,"时代　　唐朝
数量  　2 件
质地　  丝
色泽　　红
形状内容描述　　类似图案的纬锦有二块，其中一块织物腐蚀严重。织物图案以花瓣联珠环为主花，花瓣联珠环内隐约可见一对鹿，花瓣联珠环外的纹样为四瓣十字花。这种花环团窠与动物纹样的联合很可能就是史书上提及的窦师纶设计的""陵阳公样""，盛行于盛唐、中唐。",SuiTang
https://www.chinasilkmuseum.com/zggd/info_21.aspx?itemid=2349,唐红地对雕纹纬锦,"时代　　唐朝
数量　  5 件
质地　  丝
色泽　　红
形状内容描述　　相同图案的纬锦有四块。该锦为1:2斜纹纬重组织，红色纬线为地，青、蓝、绿三色纬线分段换色显示花纹，织锦色彩保存完好，非常鲜艳。此锦纹样具有草原游牧民族风格。在红色地上织出冷色调的青色对雕，两雕对立而视，昂首挺胸，双翼紧夹，四根长羽毛组成了其尾部，对雕之间竖有一棵高大的生命树，以作为两动物的对称轴，对雕及生命树体现了当时中西文化交流。",SuiTang
https://www.chinasilkmuseum.com/zggd/info_21.aspx?itemid=2354,唐绿色菱格小花纹绫,"时代　　唐代
数量　  1件
质地　  丝
色泽　　绿色
尺寸(厘米)　　长：30 宽：27
形状内容描述　　该件织物组织是1/1平纹地上起变化斜纹花的绫，以菱纹格为图案骨架，内填四瓣朵花。",SuiTang
https://www.chinasilkmuseum.com/zggd/info_21.aspx?itemid=2357,唐综红地带式联珠纹锦,"时代　　唐朝
数量　  1对
质地　  丝
色泽　　综红
形状内容描述　　此锦为一对，似一对鞋面的前半部分。由深蓝、深棕、浅棕和墨绿1:3换色显花，色泽艳丽，显花丝线粗而平整，属典型的斜纹纬锦。此锦图案具有典型的西域风格。在深蓝色地上织入数个浅棕色大小相同的圆形几何点，横向连接排列，形成带式联珠纹，犹如一条联珠绶带，并在横条边缘各装饰一条浅棕色直线，在两条联珠带之间穿插于墨绿色云纹。这种条带式联珠是西域传统纹饰。",SuiTang
https://www.chinasilkmuseum.com/zggd/info_21.aspx?itemid=2344,唐团窠纹锦,"时代　　唐代
数量　  1件
质地　  丝
色泽　　黄
尺寸(厘米)　　长 ：16 宽：7
形状内容描述　　该件为唐代纬锦，以黄色丝线为地，红色和绿色丝线起花，因残存不多，只能看出有团窠纹，窠内纹样不详。",SuiTang
https://www.chinasilkmuseum.com/zggd/info_21.aspx?itemid=2343,唐代联珠对鸟纹锦,"时代　　唐代
数量　  1件
质地　  丝
色泽　　黄
尺寸(厘米)　　长：23 宽：23
形状内容描述　　该件为唐代斜纹纬锦，图案虽然不全，但能看出是联珠对鸟纹，宾花为小团花。",SuiTang
https://www.chinasilkmuseum.com/zggd/info_21.aspx?itemid=2342,唐团窠纹锦,"时代　　唐代
数量　　1件
质地　  丝
色泽　　红
尺寸(厘米)　　长：22.5 宽：10
形状内容描述　　该件为团窠纹织锦，以花卉组成团窠环，内有一圈联珠，联珠圈内的图案已看不清楚。织物为斜纹纬重组织，地为红色，以黄色、绿色丝线起花。",SuiTang
https://www.chinasilkmuseum.com/zggd/info_21.aspx?itemid=2341,唐代团窠对鹿纹锦袖头,"时代　　唐代
数量　  1件
质地　  丝
色泽　　黄
尺寸(厘米)　　长：29.5 宽：13
形状内容描述　　该件为一衣服的袖口，为斜纹纬重组织，图案骨架为三角形尖瓣组成的团窠环，内置有对鹿，对鹿对视而立于花台之上，此件尚存大半个团窠，大窠直径16cm。",SuiTang
https://www.chinasilkmuseum.com/zggd/info_21.aspx?itemid=2345,唐代对鹿纹锦,"时代　　唐代
数量　　3 件
质地　　丝
色泽　　棕色
形状内容描述　　该件有两条织锦拼接而成，为斜纹纬重组织，主体图案是团窠对鹿，鹿角长而无叉角，体态肥硕，昂首挺胸相对而立，构图相当规正，与丝绸之路沿途出土的动物纹唐代纬锦风格类同。",SuiTang
https://www.chinasilkmuseum.com/zggd/info_21.aspx?itemid=2339,唐代团窠对鹿纹锦,"时代　　唐代
数量　  1件
质地　  丝
色泽　　红棕色
尺寸(厘米)　　长：44 宽：8.8
形状内容描述　　该件为唐代纬锦，图案是团窠对鹿纹，以花卉组成团窠环，被称作是""陵阳公样""，代表了唐代仿造西域文化而创造的具有中国特色的联珠团窠。",SuiTang
https://www.chinasilkmuseum.com/zggd/info_21.aspx?itemid=2346,唐联珠纹锦,"时代　　唐代
数量　  1件
质地　  丝
色泽　黄
尺寸(厘米)　　长：22.5 宽：15
形状内容描述　　此件织锦残片很小，采用斜纹纬重组织，织锦主题纹样无法辨别，但是联珠团窠的骨架还是比较明显，十字宾花也还完整。",SuiTang
https://www.chinasilkmuseum.com/zggd/info_21.aspx?itemid=2337,条形花卉纹锦衣残片,"时代　　唐
数量　  1件
质地　  丝
色泽　　蓝/黄
尺寸(厘米)　　长：120     宽：122
形状内容描述　　该件是一件典型的纬锦织物，较为破损，征集自青海民间，以蓝色为地，其上织出花卉和叶子纹样。",SuiTang
https://www.chinasilkmuseum.com/zggd/info_21.aspx?itemid=2338,唐红地团窠对兽纹锦,"时代　　唐
数量　　1件 2片
质地　　丝
色泽　　红
尺寸(厘米)　　长：143   宽: 46.5
形状内容描述　　该件为纬锦，红色丝线作地，黄、红、绿色纬线起花。图案为团窠对兽纹，团窠间以小团窠连接，类似于宋、辽时期的球路纹，并且团窠之间饰有宾花。窠内填以对兽纹，兽似格力芬。图案循环经向和纬向均为29cm。",SuiTang
https://www.chinasilkmuseum.com/zggd/info_21.aspx?itemid=2340,红地团窠对牛纹锦,"时代　　唐
数量　　1件
质地　　丝
形状内容描述　　该件织物为一件纬锦，较为残破，共有两片。织物以红色为地，以团窠作为图案的基本骨架，在团窠中织有两只牛形的动物纹样，较为特殊的是，在团窠中织有一些可能是阿拉伯文的异样文。",SuiTang
https://www.chinasilkmuseum.com/zggd/info_21.aspx?itemid=2334,黄地宝花纹锦,"时代　　唐
数量    1件 2块
质地    丝
色泽　　黄
形状内容描述　　该件织物为一件纬锦，较为残破，共有两片，褪色严重。织物以黄色为地，以绿色丝线织出宝花纹样。宝花是一种综合了各种花卉因素的想象性图案，它叶中有花，花中有叶，虚实结合，正侧相叠。取材中有来自印度的莲花形象，又有来自地中海的忍冬和卷草纹样。",SuiTang
https://www.chinasilkmuseum.com/zggd/info_21.aspx?itemid=2333,红地兽纹锦,"时代　　唐代
数量    1件
质地    丝
色泽　　红
尺寸(厘米)　　长： 20.5     宽：26.3
形状内容描述　　这是一件唐代的纬锦残片，基本呈方形，其整体图案不可知，目前保留的主体图案主要是能看到兽纹形象，有卷曲的双角和四条腿，并且有联珠纹的绶带，具有典型的唐代特色。",SuiTang
https://www.chinasilkmuseum.com/zggd/info_21.aspx?itemid=2335,红地对鸟纹锦,"时代　　唐代
数量　　1件
质地　  丝
色泽　　红
形状内容描述　　该件唐代锦片从青海民间征集而来，共有两片，呈狭长形，故其整体图案不可知，目前保留的主体图案主要是两只相对而立的大鸟，具有典型的唐代特色，色彩保存相对较好。为纬锦织物。",SuiTang
https://www.chinasilkmuseum.com/zggd/info_21.aspx?itemid=2331,红地兽纹锦,"时代　　唐代
数量　　1件2块
质地　　丝
色泽　　红
形状内容描述　　该件唐代锦片从青海民间征集而来，共有两片，呈狭长形，故其整体图案不可知，目前保留的主体图案主要是能看到有联珠纹，联珠窠内是兽纹，具有典型的唐代特色，色彩保存相对较好。为纬锦织物。",SuiTang
https://www.chinasilkmuseum.com/zggd/info_21.aspx?itemid=2332,唐红色联珠对兽纹暗花绮,"时代　　唐
数量    1件 2片
质地    丝
色泽　　红
形状内容描述　　该件为平纹地上起斜纹花的绮，红色，图案为联珠纹，这件联珠纹比较特别，在一圈联珠环外面还有更大的一圈联珠环，窠内为对兽纹，兽纹看不全，只能隐约看见有兽爪，推测团窠直径约为23cm。",SuiTang
https://www.chinasilkmuseum.com/zggd/info_21.aspx?itemid=2330,红地团窠对鸟纹锦,"文物级别  二级
时代　　唐
数量     1件
质地    丝
色泽　　红
形状内容描述　　该件织物共有两片，从青海民间征集而来，以深红色为地，采用1:2斜纹纬重组织，经线加有极强的Z捻，纬线以深红色为地，用浅黄、深蓝、灰绿三色/显花，具有典型的中亚粟特风格，其图案中心是一个圆形的联珠纹样，中间有两只鸟相对而立，尾巴呈卷草状上翘，双足站于花台之上。团窠之外是对称的十样花作宾花。",SuiTang
https://www.chinasilkmuseum.com/zggd/info_21.aspx?itemid=2336,唐锦片,"时代　　唐
数量     1件
质地    丝
色泽　　红
尺寸(厘米)　　长：8.5    宽：13
形状内容描述　　该件尺寸较小，但相对完整，四周有绿色丝线缝边，可能原来是这样相同的二片缝合在一起的，目前只剩这一片。
该件为1：3纬锦，红色地，黄色和绿色丝线起花，经线也是黄色。因图案循环较大，而尚存的织物较小，无法看出图案全貌。",SuiTang
https://www.chinasilkmuseum.com/zggd/info_21.aspx?itemid=2328,褐色花卉纹锦,"时代　　唐
数量     1件
质地    丝
色泽　　褐/红
尺寸(厘米)　　长：16    宽：21
形状内容描述　　该件纬锦片保存下来的面积不大，以褐色作为地色，其上用红及浅褐两种纬线起花，色彩保存相对较好，图案具有极强的装饰性，为团花纹和菱形方格纹，花芯用红色和黄色，团花间饰以卷草纹。",SuiTang
https://www.chinasilkmuseum.com/zggd/info_21.aspx?itemid=2326,白描熟褐色绢,"时代　　唐
数量     1件
质地    丝
色泽　　褐
尺寸(厘米)　　长：79.5     宽：24
形状内容描述　　此件织物由青海民间征集而来，保存情况较好，以褐色绢作地，并缝有系带，猜测原来可能是枕套。其上用白描的手法绘有五星图案，中间的星较大，四周有小星围绕。",SuiTang
https://www.chinasilkmuseum.com/zggd/info_21.aspx?itemid=2325,黄色方格纹绮,"时代　　唐
数量    1件
质地    丝
色泽　　黄
尺寸(厘米)　　长：65.5 宽：72.5
形状内容描述　　该件黄色，图案为方格纹，方格大0.8cm，图案循环经向和纬向相同，均为1.6cm。织物组织结构是1/1平纹地上起变化斜纹花的绮。这类织物在唐代非常流行，在西北地区出土的纺织品中较多见。",SuiTang
https://www.chinasilkmuseum.com/zggd/info_21.aspx?itemid=2324,红地大窠对格力芬锦,"时代　　唐
数量     1件
质地    丝
色泽　　红色
尺寸(厘米)　　长：47   宽：44.5
形状内容描　　此件织锦地部为红色大团窠纹样，团窠又作团科，是一种唐代的一种常见的排列形式，是一个相对独立和封闭的基元。整个图案是由散点排列而成。团窠内织有对格力芬。格力芬为鹰喙兽身。是典型的西域题材，在唐至蒙元时期较为多见。",SuiTang
https://www.chinasilkmuseum.com/zggd/info_21.aspx?itemid=2329,黄地联珠纹锦,"时代　　唐
数量    1件
质地    丝
色泽　　黄色
尺寸(厘米)　　长：7.5   宽：36
形状内容描述　　此是一件斜纹纬锦织物，地部为黄色，其上以蓝色丝线织出联珠团窠纹样。联珠团窠是唐代丝绸图案中一种常见的排列形式，主要是指一种由环状纹样带形成的圆形区域中设置主题纹样的形式，这类主题纹样多为动物。",SuiTang
https://www.chinasilkmuseum.com/zggd/info_21.aspx?itemid=2347,黄色绢织物,"时代　　唐
数量    1件
质地    丝
色泽　　黄
尺寸(厘米)　　长：9.1   宽： 33
形状内容描述　　该件以黄色1/1平纹绢为面料，缝制成细长筒状，并且一头缝合，但其用途不明。",SuiTang
https://www.chinasilkmuseum.com/zggd/info_21.aspx?itemid=2321,方格纹锦,"时代　　北朝
数量    1件
质地    丝
色泽　　黄/红/绿
尺寸(厘米)　　长： 23    宽：13
形状内容描述　　该件为经锦，征集自青海民间，织物略有褪色，采用红绿相交的格子为主要题材，格子内填以动物纹，何种动物不太看得清楚。类似织物在新疆有出土，如北朝棋格狮纹锦。",SuiTang
https://www.chinasilkmuseum.com/zggd/info_21.aspx?itemid=2348,唐褐色绢,"时代　　唐
数量　　1件
质地　　丝
色泽　　褐
尺寸(厘米)　　长：59   宽：21
形状内容描述　　该件织物呈长方形，四周有缝线痕迹，可能是从某件袍服或其他物件上拆下来的，其织物组织结构为1/1平纹绢，丝线较粗。在绢上有黑色的较有规律但不完全相同的小长条印痕，似用某种材料画绘过，具体是画绘所用的材料有待于检测。",SuiTang
https://www.chinasilkmuseum.com/zggd/info_21.aspx?itemid=2323,黄地对鸟纹锦,"时代　　唐
数量    1件
质地    丝
色泽　　黄
尺寸(厘米)　　长：23.5 宽:21
形状内容描述　　该件织锦较残，为唐代传统纬锦，黄色为地，蓝色和红色起花，目前能看见的图案是团窠对鸭纹，鸭踩花座，古拙而可爱。",SuiTang
https://www.chinasilkmuseum.com/zggd/info_21.aspx?itemid=2319,花卉纹锦,"时代　　唐
数量    1件
质地    丝
色泽　　黄/红
尺寸(厘米)　　长：  62.7   宽：3
形状内容描述　　该件纬锦征集自青海民间。织物外观呈狭长条状，略有褪色，图案的全貌不可见，只能看到它采用了花卉纹样。",SuiTang
https://www.chinasilkmuseum.com/zggd/info_21.aspx?itemid=2322,黄地宝花纹锦,"时代　　唐
数量　  1件
质地    丝
色泽　　黄
尺寸(厘米)　　长： 19.5    宽：15
形状内容描述　　该件织物采用传统的纬锦组织，其主花装饰性很强，为团窠宝花纹，此件宝花纹锦在图案类型上属于蕾式宝花，是盛唐时期宝花的典型代表。",SuiTang
https://www.chinasilkmuseum.com/zggd/info_21.aspx?itemid=2327,黄地团窠纹锦,"数量    1件
质地    丝
色泽　　黄/蓝
尺寸(厘米)　　长：9.6     宽： 21.3
形状内容描述　　该件征集自青海民间，是一件传统纬锦织物。织物保存下来的面积较小，只可看到它采用了唐代较为流行的团窠作骨架，黄色为地，蓝色起花，这种类似的题材在同一时期的出土织物上较多发现。",SuiTang
https://www.chinasilkmuseum.com/zggd/info_21.aspx?itemid=2318,联珠对龙纹绫,"时代　　唐
数量    1件
质地　  丝
色泽　　黄
尺寸(厘米)　　长：68     宽：43
形状内容描述　　该件织物为斜纹绫，征集自青海民间，采用唐代常见的联珠形团窠为骨架，在团窠中央装饰有两条相对的龙纹，具有非常强烈的装饰性。该织物较为残破。",SuiTang
https://www.chinasilkmuseum.com/zggd/info_21.aspx?itemid=2315,团窠对鸟纹锦,"时代　　唐
数量    1件
质地    丝
色泽　　黄
尺寸(厘米)　　长：17     宽：38
形状内容描述　　该件是一件传统纬锦织物，征集自青海民间。织物较为残破，只可看到它的主要图案是团窠纹，窠内采用了两只相对而立的大鸟，这种类似的题材在同一时期的出土织物上也有发现。",SuiTang
https://www.chinasilkmuseum.com/zggd/info_21.aspx?itemid=2316,宝花纹锦,"时代　　唐
数量    1件
质地    丝
色泽　　黄
尺寸(厘米)　　长：12.5     宽：36
形状内容描述　　该件织物为唐代纬锦，以黄色为主色调，其主花带有非常强烈的几何味，装饰性很强。此件宝花纹锦在图案类型上属于蕾式宝花，是盛唐时期宝花的典型代表。该织物征集自青海民间，较为残破。",SuiTang
https://www.chinasilkmuseum.com/zggd/info_21.aspx?itemid=2312,黄地团窠花鸟纹锦,"时代　　唐
数量    1件
质地    丝
色泽　　黄
尺寸(厘米)　　长：28.5     宽：13.5
形状内容描述　　该件织锦征集自青海民间，是一件传统的纬锦织物，较为残破。织物以团窠为骨架，并在其中填入花鸟纹样。",SuiTang
https://www.chinasilkmuseum.com/zggd/info_21.aspx?itemid=2311,黄地联珠纹锦,"时代　　唐
数量    1件
质地    丝
色泽　　黄/蓝
尺寸(厘米)　　长：    19 宽：21
形状内容描述　　该件是一件传统纬锦织物，征集自青海民间。织物保存下来的面积较小，只可看到它采用了唐代较为流行的联珠团窠作骨架，团窠较大，窠内纹样不全，能见宾花。这种类似的题材在同一时期的出土织物上也有发现。",SuiTang
https://www.chinasilkmuseum.com/zggd/info_21.aspx?itemid=2320,黄地团窠花鸟纹锦,"时代　　唐
数量    1件
质地    丝
色泽　　黄
尺寸(厘米)　　长： 43    宽：15.4
形状内容描述　　该件织锦征集自青海民间，是一件传统的纬锦织物，较为残破。织物以团窠为骨架，并在其中填入花鸟纹样。",SuiTang
https://www.chinasilkmuseum.com/zggd/info_21.aspx?itemid=2310,黄地圈绒绣球路纹片,"时代　　唐
数量    1件
质地    丝
色泽　　褐
尺寸(厘米)　　长： 100    宽：43
形状内容描述　　该件绣品从青海民间征集而来，以黄色绢作地，其上用圈绒绣的方法绣出球路形图案。由于这种绣法较为特殊，以线圈来表现图案，使绣品表面呈现与绒织物相近的效果。织物保存较为完好。",SuiTang
https://www.chinasilkmuseum.com/zggd/info_21.aspx?itemid=2313,唐黄色联珠对狮纹锦残片,"时代　　唐
数量　　4块
质地    丝
色泽　　黄色
尺寸(厘米)　　①长：22.5 宽：19（②长：19宽：13③长：11宽：7④长：9宽：5.4）
形状内容描述　　此块纬锦织物共有四块，在米色地上以蓝、绿、红等色丝线以斜纹纬重织物显花，其主题图案为由联珠纹形成的团窠图形，其间为对狮纹样，在团窠之间装饰有十字宾花。",SuiTang
https://www.chinasilkmuseum.com/zggd/info_21.aspx?itemid=2308,联珠纹锦,"时代　　唐代
数量　　1件 2块
质地　　丝
色泽　　黄/绿
尺寸(厘米)　　①长： 11.6    宽：11.5（②长：10宽：18）
形状内容描述　　该件是一件传统纬锦织物，共有两块，从青海民间征集而得。织物保存下来的面积较小，只可看到它采用了唐代较为流行的联珠团窠纹。",SuiTang
https://www.chinasilkmuseum.com/zggd/info_21.aspx?itemid=2309,唐黄色宝花对鹿纹锦残片,"时代　　唐
数量　　1块
质地    丝
色泽　　黄色
尺寸(厘米)　　长：18.5 宽：18.5
形状内容描述　　此为一块纬锦残片，外观呈正方形，在黄色地上以蓝绿、褐等色丝线以斜纹纬重组织显花，其主体图案为以八朵宝花形成的团窠图案，团窠中心为宝树图案，树下各有一头小鹿。",SuiTang
https://www.chinasilkmuseum.com/zggd/info_21.aspx?itemid=2305,红地小样花锦,"时代　　唐朝
数量    1块
质地    丝
色泽　　红色
尺寸(厘米)　　长：2   宽：10
形状内容描述　　该残片为一块红地小样花锦残片。约在南北朝时期，丝绸中就出现了独立的瓣式小花图案，瓣数不限。到隋唐之际，这类纹样变得丰满起来，花瓣的轮廓细腻化了，层次重叠多起来了。",SuiTang
https://www.chinasilkmuseum.com/zggd/info_21.aspx?itemid=2314,红地联珠五彩鸟纹锦,"时代　　唐朝
数量    1块
质地　　丝
色泽　　红色
尺寸(厘米)　　长：6   宽：16
形状内容描述　　该残片为一块红地联珠五彩鸟纹锦残片。联珠纹可以认识是西域文化对丝绸图案的最大影响。随着丝绸之路的畅通，这类联珠纹开始盛行于魏晋南北朝乃至隋唐时期。这是一种骨架的纹样，即有大小基本相同的圆形几何点连续排列，形成更大的几何形骨架，然后在这些骨架中填以动物、花卉等。这块残片很好的表现了这类纹样的特色。",SuiTang
